year;id;square;cadrant;x;y;z;code;det_mat_col;burnt;length;group_fab;bearing;plunge;us_field;article_corpus;nature;ACC;refit;raw_material;surface_state;surface_state_class;Macro tapho;Micro tapho;Cortex;% cortex;Loca cortex;Techno;Infos_support;fragment;technique;talon;remarques talon;Nuc. sur éc.;Conception;modalité;Typo simple;Typo;Loca. ret.;Accident;_ 2cm;remarques;long;larg;ép;Courbure;obj;couche;couch correl EJF_16_ EJO inf _172_200;Decapage;No faune;Id;Lettre seule;refit;8B;Type;Type HR;species;Bonne.Species_sans_indet_;Sp_nisp.avant.remont_;SPE.OL;Bodypart;Bodypart_Pre_refit_;Bodypart_segments;BodyPR_DS__sans_indet_;BodyPR_DS;Bodypart__4_seg;Portion;Segment;NDE;BUR;Landmark;diam antero_post;circ. SUR cercle pierr;circ. au_dessus pierrure;Type bois;Side;AGE;haut metaconide;haut protoBUC;Wear;Int_surf;Length;Width;Sh_circ;Sh_length;Surf_State;OverallSS;SURF OBSERV;Traces;Gnaw;Extent;FracType;Frac_shA;Frac_shB;EdgeS;Dist;Ret:#Zo;Ret:Comp;PN_type;GouttiereRUL;Sill_MC;MTARSE;glued;Region;Comments;DESSIN _APRES LIGNE358_EJOP SUP H8_IaIV_;NON ETUDIE;0;LIG2_9;BANDE.B_J;Fouille;Long bois;Long ribs;code;ZOOM
2019;4873;J5;IIa ;-10.682;5.239;-2.087;MAT COL;hematite;;-;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4874;J5;IIa ;-10.7;5.235;-2.08;MAT COL;hematite;;-;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4875;J5;IId ;-10.515;5.297;-2.108;SILEX;;;3;NA;;;18;us18;MST;PM;;Santonien;lustré (brillance);2;;;;0;;Eclat débordant l.s;;;;lisse ;;;Levallois ?;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4876;J5;IId ;-10.521;5.343;-2.104;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;05-oct;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4877;J5;IId ;-10.556;5.351;-2.098;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4878;J5;IId ;-10.533;5.381;-2.101;SILEX;;;2,4;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4879;J5;IId ;-10.503;5.342;-2.1;FAUNE;;;2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4879;4879;4879;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;21789;;;nouvelle;;;OS;
2019;4880;J5;IId ;-10.722;5.395;-2.083;SILEX;;;3,7;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4881;J5;IId ;-10.602;5.484;-2.104;SILEX;;;3,5;NA;;;18;us18;NA;INDET;;Santonien;lustré/concassé;3;;;;6089;;Eclat cortical;>50%;Fragment;;Cortical;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4882;J5;IIc ;-10.754;5.371;-2.101;SILEX;;;6,8;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;19;;Débris;Débris cortical;;;;;;indéterminé;;;;;;>20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4883;J5;IIc ;-10.786;5.363;-2.088;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4884;J5;IIc ;-10.773;5.426;-2.097;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4884;4884;4884;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21790;;;nouvelle;;;OS;
2019;4885;J5;IIc ;-10.805;5.374;-2.099;SILEX;;;3,7;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;1039;;Eclat cortical;>50%;Fragment;;Cortical;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4886;J5;IIc ;-10.773;5.272;-2.104;GEOFACT;;;4,9;NA;;;18;us18;NA;INDET;;Santonien;frais;0;;;;;;Naturel - Géofact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4887;J5;IIc ;-10.834;5.3;-2.089;SILEX;;;2,7;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4888;J5;IIc ;-10.826;5.46;-2.09;FAUNE;;;8,9;2;310;5;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4888;4888;4888;;;;OS;;UNG2;;;;21.RAD;;;;;;FR;;;;;;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;21791;;;nouvelle;;;OS;
2019;4889;J5;IIc ;-10.899;5.466;-2.083;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4889;4889;4889;;;;OS;;MAM;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;21792;;;nouvelle;;;OS;
2019;4890;J5;IIc ;-10.925;5.369;-2.085;FAUNE;;;1,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4890;4890;4890;;;;TTH;;CAB;;;;TTH;;;;;;LPM;CRN;;;;;;;;;;;;;;13;;;;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21793;;;nouvelle;;;DENT;
2019;4891;J5;IIc ;-10.87;5.385;-2.1;FAUNE;;;9,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4891;4891;4891;;;;OS;;BB;;;;TALU;;;;;;CO;;;;;;;;;L;;;;;;105;;;;;POOR;90;;;;;NAP;NAP;;;;;;;;;;;;;;21794;;;nouvelle;;;OS;
2019;4892;J5;IIc ;-10.88;5.345;-2.081;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;4059;;Eclat cortical;<50%;;;Punctiforme;;;indéterminé;;;;;;05-oct;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4893;J5;IIc ;-10.904;5.301;-2.091;MAT COL;hematite;;-;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4894;J5;IIc ;-10.882;5.285;-2.084;SILEX;;;7,2;NA;;;18;us18;MST;PM;;Santonien;lustré/concassé;3;2;3;;4059;;Eclat cortical;>50%;;Directe dur;lisse ;;;indéterminé;;;;;;>20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4895;J5;IIc ;-10.865;5.277;-2.075;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4896;J5;IIc ;-10.89;5.257;-2.086;SILEX;;;7;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Débris;;;;;;;indéterminé;;;;;;>20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4897;J5;IIc ;-10.969;5.302;-2.099;FAUNE;;oui;1,8;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4897;4897;4897;;;;OS;;MAM;;;;NID;;;;;;FR;;;BL;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;21795;;;nouvelle;;;OS BRULE;
2019;4898;J5;IIc ;-10.997;5.336;-2.089;SILEX;;;3,2;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;4059;;Eclat cortical;<50%;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4899;J5;IIc ;-10.977;5.418;-2.093;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;1039;;Eclat cortical;<50%;;;lisse ;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4900;J5;IIc ;-10.967;5.405;-2.093;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;1039;;Eclat cortical;<50%;;;lisse ;;;indéterminé;;;;;;05-oct;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4901;J5;IIc ;-10.925;5.464;-2.099;SILEX;;;2,2;NA;;;18;us18;MST;PM;;Santonien;lustré (brillance);2;1;2;;0;;Eclat débordant l.s;;;Directe dur;facetté;;;discoïde ?;;;;;;>20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4902;J5;IIIb;-10.898;5.528;-2.099;GEOFACT;;;6,2;NA;;;18;us18;NA;INDET;6;Santonien;frais;0;;;;;;Naturel - Géofact;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4903;K5;Id;-11.006;5.272;-2.089;FAUNE;;;3,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4903;4903;4903;;;;OS;;UNG2;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;21796;;;nouvelle;;;OS;
2019;4904;K5;Ia;-11.062;5.048;-2.092;FAUNE;;;3,6;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4904;4904;4904;;;;OS;;UNG3/4;;;;RIB?;;;;;;FR;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;21797;;;nouvelle;;;OS;
2019;4905;K5;Ia;-11.066;5.188;-2.095;FAUNE;;;5,5;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4905;4905;4905;;;;ANT;;RANG;;;;1.ANT;;;;;;FR;;;;;;;;;;;;;;;32;;;;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21798;;;nouvelle;S;;;
2019;4906;K5;Ia;-11.12;5.187;-2.08;FAUNE;;;3,3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4906;4906;4906;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;21799;;;nouvelle;;;OS;
2019;4907;K5;Ia;-11.119;5.201;-2.085;FAUNE;;;4,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4907;4907;4907;;;;OS;;MAM;;;;NID;;;;;;FR;;;;PLUSIEURS MORCEAUX;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;21800;;;nouvelle;;;OS;
2019;4908;K5;Id;-11.117;5.288;-2.092;COQUILLAGE;;;1,3;NA;;;18;us18;bead;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4908;K5;Id;-11.117;5.288;-2.092;MAT COL;indet;;-;NA;;;18;us18;col_mat;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4909;K5;Id;-11.1;5.314;-2.083;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;1039;;Eclat cortical;>50%;Fragment;;;;;indéterminé;;;;;;05-oct;;273;1134;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4910;K5;Id;-11.089;5.291;-2.097;SILEX;;;2;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;19;;Eclat cortical;<50%;Fragment;;;;;indéterminé;;;;;;05-oct;;198;96;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4911;K5;Id;-11.23;5.344;-2.084;FAUNE;;;3,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4911;4911;4911;;922;SEC;OS;;UNG3/4;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;21801;;;nouvelle;;;OS;
2019;4912;K5;Id;-11.221;5.31;-2.092;FAUNE;;;3,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4912;4912;4912;;922;SEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;21802;;;nouvelle;;;BOIS;
2019;4913;K5;Ic;-11.308;5.253;-2.08;FAUNE;;;5,6;2;310;5;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4913;4913;4913;;;;ANT;;RANG;;;;1.ANT;;;;;;FR;;;;BASE PRÉSENTE?;;;;;;;;;;;54;;;;;NAP;0;;;;;NAP;NAP;;;;;;;;;;;;;;21803;;;nouvelle;S;;BOIS;
2019;4914;K5;Ib;-11.327;5.243;-2.083;FAUNE;;;6,1;2;258;3;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4914;4914;4914;;;;OS;;CAB;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;58;;3;1;;SOM;100;;;;;S;S;;;;;;;;;;;;;;21804;;;nouvelle;;S;OS;
2019;4915;K5;Ic;-11.417;5.254;-2.09;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4915;4915;4915;;;;OS;;MAM;;;;ANT?;;;;;;FR;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;21805;;;nouvelle;;;BOIS;
2019;4916;K5;Ic;-11.388;5.368;-2.096;FAUNE;;;3,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4916;4916;4916;;;;OS;;MAM;;;;VRT?;;;;;;FR;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;21806;;;nouvelle;;;OS;
2019;4917;K5;Ic;-11.44;5.315;-2.099;FAUNE;;;8,5;2;186;10;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4917;4917;4917;;;;OS;;CAB;;;;17.RIB;;;;;;SH;FR;;;;;;;;;;;;;;86;;3;1;;REL;100;;;;;S;S;;;;;;;;;;;;;;21807;;;nouvelle;;S;OS;
2019;4918;K5;Ic;-11.466;5.282;-2.082;FAUNE;;;2,4;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4918;4918;4918;;;;OS;;MAM;;;;NID;;;;;;FR;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;21808;;;nouvelle;;;OS;
2019;4919;J5;IIIc;-10.992;5.904;-2.099;SILEX;;;2,6;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4920;K5;IVd;-11.045;5.942;-2.088;SILEX;;;5,4;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;4059;;Eclat cortical;<50%;;;ôté / cassé;;;indéterminé;;;;;;>20;;544;366;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4921;K5;IVd;-11.063;5.917;-2.087;SILEX;;;4,3;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;4059;;Eclat cortical;<50%;;;lisse ;;;indéterminé;;;;;;oct-20;;42;223;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4922;K5;IVd;-11.026;5.898;-2.094;SILEX;;;2,8;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;277;171;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4923;K5;IVd;-11.02;5.864;-2.083;SILEX;;;2,3;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Siret;;;;;indéterminé;;;;;Siret;oct-20;;187;146;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4924;J5;IIIc;-10.98;5.851;-2.105;FAUNE;;;8,3;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4924;4924;4924;;;;OS;;UNG3/4;;;;TIB?;;;;;;SH;FR;;;;;;;;;;;;;;84;;;;;;;;;;;;;;;;;;;;;;;;;;21809;;;nouvelle;;;OS;
2019;4925;J5;IIIc;-10.96;5.833;-2.109;SILEX;;;4,8;NA;;;18;us18;MST;PM;;Santonien;lustré (brillance);2;;;;0;;Eclat non cortical;;;Directe dur;lisse ;;;indéterminé;;;;;;>20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4926;J5;IIIc;-10.96;5.801;-2.103;SILEX;;;2,8;NA;;;18;us18;NA;INDET;;Santonien;frais;1;;;;0;;Eclat non cortical;;Fragment;;;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4927;J5;IIIc;-10.953;5.79;-2.105;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4927;4927;4927;;;;OS;;MAM;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;21810;;;nouvelle;;;OS;
2019;4928;J5;IIIc;-10.985;5.884;-2.098;FAUNE;;;2,1;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4928;4928;4928;;;;OS;;MAM;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;21811;;;nouvelle;;;OS;
2019;4929;K5;IVd;-11.008;5.785;-2.101;FAUNE;;;2,9;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4929;4929;4929;;;;OS;;MAM;;;;LBN?;;;;;;FR;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;21812;;;nouvelle;;;OS;
2019;4930;K5;IVa ;-11.002;5.742;-2.09;SILEX;;;2,5;NA;;;18;us18;NA;INDET;;Santonien;lustré (brillance);2;;;;1039;;Eclat cortical;<50%;;;lisse ;;;indéterminé;;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4931;K5;IVa ;-11.018;5.74;-2.098;FAUNE;;;2,7;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4931;4931;4931;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;21813;;;nouvelle;;;OS;
2019;4932;J5;IIIc;-10.991;5.976;-2.102;SILEX;;;3,2;NA;;;18;us18;CP;CHATEL;;Santonien;lustré (brillance);2;1;2;;0;;Lame;Plein débitage;Proximal;;lisse;;;Laminaire;Unipolaire;;;;;oct-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4933;K5;IVd;-11.001;5.847;-2.108;SILEX;;;8,9;3;130;12;18;us18;NA;INDET;;Santonien;frais;1;;;;4059;;Eclat cortical;<50%;Fragment;;;;;indéterminé;;;;;;>20;;858;388;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4934;K5;IVa ;-11.06;5.733;-2.094;COQUILLAGE;;;<1;NA;;;18;us18;bead;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4935;K5;IVd;-11.085;5.789;-2.109;SILEX;;;2;NA;;;18;us18;MST;PM;;Turonien supérieur;frais;1;;;;0;;Eclat centré;;;;dièdre;;;indéterminé;;;;;;05-oct;;137;191;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4936;K5;IVd;-11.134;5.759;-2.093;COQUILLAGE;;;0,4;NA;;;18;us18;bead;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4937;K5;IVd;-11.14;5.764;-2.096;FAUNE;;;2,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4937;4937;4937;;;;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;21814;;;nouvelle;;;OS;
2019;4938;K5;IVd;-11.114;5.774;-2.096;FAUNE;;;3,2;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4938;4938;4938;;923;SEC;OS;;UNG3/4;;;;LBN;;;;;;SH;FR;;;;;;;;;;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;21815;;;nouvelle;;;OS;
2019;4939;K5;IVa ;-11.094;5.726;-2.1;FAUNE;;;4,6;NA;;;18;us18;NA;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;US18;9.EJOP;NO. 4939;4939;4939;;923;SEC;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;21816;;;nouvelle;;;OS;
2019;4940;K5;IVa ;-11.102;5.7;-2.096;SILEX;;;4;NA;;;18;us18;MST;PM;;Santonien;lustré (brillance);2;2;3;;0;;Eclat non cortical;;Fragment;;Punctiforme;;;indéterminé;;;;;;>20;;368;321;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;4941;K5;IVa ;-11.093;5.701;-2.101;SILEX;;;3,8;NA;;;18;us18;MST;PM;;Santonien;lustré (brillance);2;;;;1039;;Eclat débordant l.s;;;;lisse ;;;indéterminé;;;;;;>20;;316;379;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
